0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
-365.92215,21.620234,12.566782,27.53607,-4.428695,2.841496,-1.5595474,7.2109475,-3.561232,6.076971,3.9291015,2.380676,5.806937,1.9161257,6.0878286,3.0977552,4.338091,1.0842533,3.6331174,-0.43590206,2.0369618,1.002256,-0.91830957,2.8891752,-0.14709964,3.0289333
-262.67883,14.063681,8.885874,25.96396,-8.575239,2.6810505,-5.474455,5.800757,-4.0783095,4.2168956,3.4808145,0.7392375,6.030914,0.53646094,6.751837,1.9576945,3.7139676,-0.28327435,3.971229,-1.61592,1.9095509,0.83590555,-1.275207,3.6114764,0.44359136,4.4726195
-302.73996,19.018036,7.9782114,28.21718,-6.80795,0.20934428,-3.3273797,6.2849536,-1.139705,5.350642,2.9788694,1.9251665,6.925999,1.7579788,5.8025565,4.2468076,2.687586,1.6074136,4.285023,-0.25451526,1.7888588,1.5362512,-0.26630193,3.2463768,2.9940314,6.038982
-262.68604,18.723837,6.714563,28.674093,-4.8256445,2.4579449,-4.411936,6.8880725,-1.7981387,4.1957407,3.488933,0.5078083,7.4757886,2.2568636,5.505118,2.8913472,4.795341,0.2748492,4.8197145,-0.08938575,1.3905067,0.62980497,-0.39504266,4.016011,2.8407993,6.1768374
-269.92624,24.843157,3.5406723,28.153534,-8.492523,0.11552132,-5.593848,6.51618,-1.4089239,2.5399618,3.7133415,-0.025523428,7.087239,0.19155289,6.2380815,2.5047443,4.255716,0.13382903,4.333546,-0.42643934,1.3701164,0.5430946,-1.5333407,4.066059,2.7299838,7.806879
-259.14993,16.862926,4.666845,25.795637,-8.990907,-0.8037823,-5.99629,6.3089943,-2.929252,3.9911828,0.85975236,0.8992242,6.3381414,0.84057885,5.1174903,2.5612106,2.7790577,1.022441,3.6201262,-0.76193607,1.411244,0.11401155,-0.032186605,2.9847171,3.0010874,7.5555663
-257.45352,14.99691,6.93718,26.957409,-10.704811,0.8569498,-9.950172,6.8176737,-5.8748546,4.523829,-0.402898,0.7927896,4.713922,0.85265464,5.1720915,3.4782124,1.9370822,0.02649478,3.6931689,-1.1248872,0.3007411,0.5701366,-0.63137615,4.919875,2.6824026,6.1105905
-311.7438,12.304435,11.726862,30.633635,-10.666667,-1.4001795,-11.126564,6.0751853,-8.0204525,4.374225,0.14851648,0.17145985,5.891624,-0.45690605,5.6347127,3.8270874,1.8800783,0.2900007,3.6478117,-1.9906529,0.1963039,1.2590368,0.05471544,5.4231396,2.959349,6.2362456
-325.63153,21.589468,4.359411,26.201529,-5.606816,4.219158,0.1230404,6.996638,0.87336236,4.5033245,3.2458367,1.88745,7.162018,1.4499391,7.070559,4.3814306,4.7371416,1.5093548,4.657397,0.111271665,2.355617,1.8956455,-0.023068007,3.5515275,0.6258481,2.536326
-257.49313,37.72628,4.3343883,21.81426,-11.769505,-1.4690806,-0.9962699,4.1204915,0.94757384,1.3375641,3.4948866,2.6601717,3.810958,-2.0728488,0.638174,-2.198562,-1.4449613,-2.0166276,-1.5438298,-1.9532485,0.41622743,0.38192385,4.9433684,7.3505917,9.449047,7.779037
-289.197,44.51065,2.878359,23.438368,-11.310728,3.687484,0.038638763,8.640236,1.8806952,2.0436316,4.0767474,5.6101637,3.6085746,-1.0557859,0.33004764,-1.2550575,-1.6802126,-0.9386598,-0.9777363,-1.2402238,1.0170802,1.5648812,2.4148061,5.527309,6.4212227,6.5944266
-305.42844,45.256504,-1.2750787,23.616848,-12.9677305,1.0874102,-0.7965844,5.981802,1.8027432,1.9529809,-0.1437475,4.974145,3.6323242,-1.5603566,1.0127088,-0.2532891,-0.90996706,-0.5846418,-0.49374956,-1.0731153,1.2893151,0.8040236,2.2826633,5.3025784,8.089814,9.081543
-263.88718,30.638386,-2.16138,18.641947,-13.928226,-1.771337,-2.3504956,5.7338305,0.10980178,2.4229584,1.4016773,4.775089,3.187401,-2.3597496,-0.3878089,-1.2649902,-1.2414372,-0.7193545,-1.7467245,-1.2306255,0.76466465,1.4019446,4.175739,7.687313,9.016338,9.749889
-195.74385,37.896896,-0.7598222,16.707033,-17.372156,2.6357718,-4.723316,4.507895,2.4351246,3.1825392,0.9535466,5.9491644,2.0332875,-2.0492458,-1.7652855,0.029353628,-3.4246967,-1.3245407,-3.9230592,-1.0874695,1.267203,3.0092354,5.1526,9.280536,9.876811,10.699256
